COMMENT,arora_burma14_problem_size_14_nru_d_drunken_absolute_2021_03_29__02_58_02_k_7__d_6_cache_sizes_512_to_512
SORT_BY,14
LABEL,nru_d_drunken_absolute cache sizes=512 to 512 k=7 d=6
512,31327
