COMMENT,arora_burma14_problem_size_14_nri_d_drunken_2021_03_29__02_57_06_k_4__d_3_cache_sizes_128_to_128
SORT_BY,14
LABEL,nri_d_drunken cache sizes=128 to 128 k=4 d=3
128,61204
