COMMENT,arora_burma14_problem_size_14_nru_d_drunken_absolute_2021_03_29__02_57_48_k_3__d_2_cache_sizes_512_to_512
SORT_BY,14
LABEL,nru_d_drunken_absolute cache sizes=512 to 512 k=3 d=2
512,30673
