COMMENT,arora_burma14_problem_size_14_nri_d_drunken_2021_03_29__02_57_06_k_7__d_6_cache_sizes_1024_to_1024
SORT_BY,14
LABEL,nri_d_drunken cache sizes=1024 to 1024 k=7 d=6
1024,16228
