cache_size 4288 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4287 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4286 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4285 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4284 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4283 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4282 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4281 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4280 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4279 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4278 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4277 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4276 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4275 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4274 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4273 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4272 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4271 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4270 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4269 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4268 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4267 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4266 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4265 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4264 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4263 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4262 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4261 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4260 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4259 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4258 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4257 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4256 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4255 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4254 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4253 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4252 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4251 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4250 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4249 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4248 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4247 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4246 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4245 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4244 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4243 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4242 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4241 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4240 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4239 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4238 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4237 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4236 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4235 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4234 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4233 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4232 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4231 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4230 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4229 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4228 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4227 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4226 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4225 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4224 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4223 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4222 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4221 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4220 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4219 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4218 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4217 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4216 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4215 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4287
cache_size 4214 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4289
cache_size 4213 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4289
cache_size 4212 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4290
cache_size 4211 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4290
cache_size 4210 k 3 d 2 a 0.437500 phi_N 0.000000 misses 4290
