problem_size 10 csize 20
problem_size 11 csize 49
problem_size 12 csize 24
problem_size 13 csize 57
problem_size 14 csize 28
problem_size 15 csize 65
problem_size 16 csize 86
problem_size 17 csize 110
problem_size 18 csize 36
problem_size 19 csize 101
problem_size 20 csize 128
problem_size 21 csize 42
problem_size 22 csize 116
problem_size 23 csize 146
problem_size 24 csize 48
problem_size 25 csize 131
problem_size 26 csize 164
problem_size 27 csize 54
problem_size 28 csize 146
problem_size 29 csize 182
problem_size 30 csize 60
problem_size 31 csize 161
problem_size 32 csize 64
problem_size 33 csize 205
problem_size 34 csize 247
problem_size 35 csize 291
problem_size 36 csize 72
problem_size 37 csize 229
problem_size 38 csize 275
problem_size 39 csize 323
problem_size 40 csize 80
problem_size 41 csize 253
problem_size 42 csize 303
problem_size 43 csize 355
problem_size 44 csize 88
problem_size 45 csize 277
problem_size 46 csize 331
problem_size 47 csize 387
problem_size 48 csize 96
problem_size 49 csize 301
problem_size 50 csize 359
problem_size 51 csize 419
problem_size 52 csize 104
problem_size 53 csize 325
problem_size 54 csize 387
problem_size 55 csize 451
problem_size 56 csize 400
problem_size 57 csize 466
problem_size 58 csize 534
problem_size 59 csize 604
problem_size 60 csize 120
problem_size 61 csize 435
problem_size 62 csize 506
problem_size 63 csize 579
problem_size 64 csize 654
problem_size 65 csize 130
problem_size 66 csize 470
problem_size 67 csize 546
problem_size 68 csize 624
problem_size 69 csize 704
problem_size 70 csize 140
problem_size 71 csize 505
problem_size 72 csize 586
problem_size 73 csize 669
problem_size 74 csize 754
problem_size 75 csize 150
problem_size 76 csize 540
problem_size 77 csize 626
problem_size 78 csize 714
problem_size 79 csize 804
problem_size 80 csize 160
problem_size 81 csize 575
problem_size 82 csize 666
problem_size 83 csize 759
problem_size 84 csize 854
problem_size 85 csize 170
problem_size 86 csize 610
problem_size 87 csize 706
problem_size 88 csize 804
problem_size 89 csize 1085
problem_size 90 csize 180
problem_size 91 csize 737
problem_size 92 csize 839
problem_size 93 csize 943
problem_size 94 csize 1049
problem_size 95 csize 1157
problem_size 96 csize 192
problem_size 97 csize 785
problem_size 98 csize 893
problem_size 99 csize 1003
problem_size 100 csize 1115
problem_size 101 csize 1229
problem_size 102 csize 204
problem_size 103 csize 833
problem_size 104 csize 947
problem_size 105 csize 1063
problem_size 106 csize 1181
problem_size 107 csize 1301
problem_size 108 csize 216
problem_size 109 csize 881
problem_size 110 csize 1001
problem_size 111 csize 1123
problem_size 112 csize 1247
problem_size 113 csize 1373
problem_size 114 csize 228
problem_size 115 csize 929
problem_size 116 csize 1055
problem_size 117 csize 1183
problem_size 118 csize 1313
problem_size 119 csize 1445
problem_size 120 csize 240
problem_size 121 csize 977
problem_size 122 csize 1109
problem_size 123 csize 1243
problem_size 124 csize 1379
problem_size 125 csize 1517
problem_size 126 csize 252
problem_size 127 csize 1025
problem_size 128 csize 1163
problem_size 129 csize 1303
problem_size 130 csize 1576
problem_size 131 csize 1721
problem_size 132 csize 1868
problem_size 133 csize 266
problem_size 134 csize 1216
problem_size 135 csize 1362
problem_size 136 csize 1510
problem_size 137 csize 1660
problem_size 138 csize 1812
problem_size 139 csize 1966
problem_size 140 csize 280
problem_size 141 csize 1279
problem_size 142 csize 1432
problem_size 143 csize 1587
problem_size 144 csize 1744
problem_size 145 csize 1903
problem_size 146 csize 2064
problem_size 147 csize 294
problem_size 148 csize 1342
problem_size 149 csize 1502
problem_size 150 csize 1664
problem_size 151 csize 1828
