COMMENT,prefix_suffix_single_nri_d_drunken_2021_03_28__23_26_10_k_5__d_4_cache_sizes_128_to_128_problem_size_10000
SORT_BY,10000
LABEL,nri_d_drunken cache sizes=128 to 128
128,143767
