COMMENT,prefix_suffix_single_nru_d_drunken_absolute_2021_03_28__23_27_26_k_8__d_7_cache_sizes_512_to_512_problem_size_10000
SORT_BY,10000
LABEL,nru_d_drunken_absolute cache sizes=512 to 512
512,36660
