COMMENT,arora_burma14_problem_size_14_nru_d_drunken_relative_2021_03_29__02_58_31_k_8__d_7_cache_sizes_2048_to_2048
SORT_BY,14
LABEL,nru_d_drunken_relative cache sizes=2048 to 2048 k=8 d=7
2048,7144
