COMMENT,prefix_suffix_single_nru_d_drunken_relative_2021_03_28__23_28_18_k_7__d_6_cache_sizes_256_to_256_problem_size_10000
SORT_BY,10000
LABEL,nru_d_drunken_relative cache sizes=256 to 256
256,64688
