COMMENT,arora_burma14_problem_size_14_nru_d_drunken_absolute_2021_03_29__02_57_47_k_6__d_5_cache_sizes_256_to_256
SORT_BY,14
LABEL,nru_d_drunken_absolute cache sizes=256 to 256 k=6 d=5
256,45295
