COMMENT,arora_burma14_problem_size_14_nru_d_drunken_relative_2021_03_29__02_58_31_k_4__d_3_cache_sizes_1024_to_1024
SORT_BY,14
LABEL,nru_d_drunken_relative cache sizes=1024 to 1024 k=4 d=3
1024,15928
