COMMENT,arora_burma14_problem_size_14_nru_d_drunken_absolute_2021_03_29__02_58_00_k_5__d_4_cache_sizes_128_to_128
SORT_BY,14
LABEL,nru_d_drunken_absolute cache sizes=128 to 128 k=5 d=4
128,58613
