COMMENT,arora_burma14_problem_size_14_nru_d_drunken_relative_2021_03_29__02_58_30_k_6__d_5_cache_sizes_512_to_512
SORT_BY,14
LABEL,nru_d_drunken_relative cache sizes=512 to 512 k=6 d=5
512,30796
