COMMENT,arora_burma14_problem_size_14_nri_d_drunken_2021_03_29__02_57_07_k_7__d_6_cache_sizes_256_to_256
SORT_BY,14
LABEL,nri_d_drunken cache sizes=256 to 256 k=7 d=6
256,47151
