COMMENT,arora_burma14_problem_size_14_nru_d_drunken_absolute_2021_03_29__02_57_53_k_6__d_5_cache_sizes_1024_to_1024
SORT_BY,14
LABEL,nru_d_drunken_absolute cache sizes=1024 to 1024 k=6 d=5
1024,16113
