COMMENT,arora_burma14_problem_size_14_nri_d_drunken_2021_03_29__02_57_05_k_4__d_3_cache_sizes_256_to_256
SORT_BY,14
LABEL,nri_d_drunken cache sizes=256 to 256 k=4 d=3
256,46591
