COMMENT,arora_burma14_problem_size_14_nru_d_drunken_absolute_2021_03_29__02_57_59_k_7__d_6_cache_sizes_2048_to_2048
SORT_BY,14
LABEL,nru_d_drunken_absolute cache sizes=2048 to 2048 k=7 d=6
2048,7046
