COMMENT,prefix_suffix_single_nru_d_drunken_relative_2021_03_28__23_28_10_k_3__d_2_cache_sizes_128_to_128_problem_size_10000
SORT_BY,10000
LABEL,nru_d_drunken_relative cache sizes=128 to 128
128,146816
