COMMENT,LCS2_lru_2021_03_27__10_42_00_k_3__d_2_cache_sizes_100_to_3000_problem_size_100
SORT_BY,
LABEL,FFRI
22.4,293251
25.6,323964
25.6,323964
30.171429,327493
36.571429,366619
37.546667,377512
40,387804
44.8,158688
48,143767
51.2,136203
64,73779
81.92,70234
87.771429,39364
89.6,70332
96,73235
96,73235
102.4,78259
102.4,78259
