COMMENT,LCS2_lru_2021_03_27__10_42_00_k_3__d_2_cache_sizes_100_to_3000_problem_size_100
SORT_BY,
LABEL,FFRU Absolute
22.4,300242
25.6,312214
30.171429,325395
36.571429,369869
37.546667,373038
40,377879
44.8,142553
48,138117
51.2,145099
64,65775
81.92,71107
87.771429,36660
89.6,74640
96,63521
102.4,70034
