COMMENT,prefix_suffix_single_nru_d_drunken_absolute_2021_03_28__23_27_15_k_6__d_5_cache_sizes_256_to_256_problem_size_10000
SORT_BY,10000
LABEL,nru_d_drunken_absolute cache sizes=256 to 256
256,71107
