COMMENT,prefix_suffix_single_nri_d_drunken_2021_03_28__23_24_56_k_4__d_3_cache_sizes_64_to_64_problem_size_10000
SORT_BY,10000
LABEL,nri_d_drunken cache sizes=64 to 64
64,323964
