COMMENT,NRI burma14 autogeneration or parameters for 90 percent load factor
SORT_BY,0
LABEL,NRI
1635.474286,9141
1637.587302,9141
1637.587302,9141
1639.5861,9141
1639.5861,9141
1641.479699,9141
1641.479699,9141
1643.27619,9141
1643.27619,9141
1644.982857,9141
1646.606272,9141
1646.606272,9141
1648.152381,9141
1648.152381,9141
1649.626578,9141
1651.033766,9141
1651.033766,9141
1652.378413,9141
1653.664596,9141
1654.896049,9141
1656.07619,9141
1656.07619,9141
1657.208163,9141
1658.294857,9141
1659.338936,9141
1660.342857,9141
1661.308895,9141
1662.239153,9141
1663.135584,9141
1664,9141
1665.639409,9141
1666.417433,9141
1667.072,9265
1669.161796,9247
1669.161796,9247
1671.168,9254
1671.168,9254
1673.095529,9279
1673.095529,9279
1674.948923,9279
1676.732377,9279
1676.732377,9279
1678.449778,9279
1678.449778,9279
1680.104727,9279
1680.104727,9279
1681.700571,9279
1683.240421,9279
1683.240421,9279
1684.727172,9279
1686.163525,9279
1686.163525,9279
1687.552,9279
1688.894951,9279
1690.194581,9279
1690.194581,9279
1691.452952,9279
1692.672,9279
1693.853538,9279
1694.999273,9279
1696.110806,9279
1696.110806,9279
1697.189647,9279
1698.237217,9279
1699.254857,9279
1700.243831,9279
1701.205333,9279
1702.140493,9279
1703.050378,9279
1704.798316,9279
1705.638234,9279
1706.456615,9279
1707.254278,9279
1708.032,9279
1709.530537,9279
1710.252723,9279
1711.646118,9279
1712.318512,9279
1713.617455,9279
1714.245034,9279
1715.458813,9279
1716.045913,9279
1717.182638,9279
1718.272,9279
1719.316898,9279
1720.32,9279
1721.283765,9279
1722.075429,9199
1723.159664,9199
1724.202198,9199
1725.205391,9199
1726.171429,9199
1727.102338,9199
1728,9199
1729.28795,9199
1730.10989,9199
1731.291429,9199
1732.046838,9199
1733.134629,9199
1734.171429,9199
1735.160742,9199
1736.105757,9199
1737.009385,9199
1738.154407,9199
1739.236256,9199
1740.009266,9199
1741.230252,9199
1742.151046,9199
1743.026087,9199
1744.349166,9188
1745.049097,9188
1746.065558,9188
1747.043902,9188
1748.292683,9188
1749.19001,9188
1750.055667,9188
1751.163443,9188
1752.221431,9188
1753.232913,9188
1754.200892,9188
1755.128113,9188
1756.017098,9188
1757.078073,9188
1758.08704,9188
1759.04773,9188
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
1930.971429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2340.571429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2545.371429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2668.251429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2750.171429,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2808.685714,4583
2852.571429,4583
2852.571429,4583
2852.571429,4583
2852.571429,4583
2852.571429,4583
2852.571429,4583
2852.571429,4583
2852.571429,4583
2852.571429,4583
2852.571429,4583
2852.571429,4583
2852.571429,4583
2852.571429,4583
2852.571429,4583
2852.571429,4583
2852.571429,4583
2852.571429,4583
2852.571429,4583
2852.571429,4583
2852.571429,4583
2852.571429,4583
2852.571429,4583
2852.571429,4583
2852.571429,4583
2852.571429,4583
2852.571429,4583
2852.571429,4583
2852.571429,4583
2852.571429,4583
2852.571429,4583
2852.571429,4583
2852.571429,4583
2852.571429,4583
2852.571429,4583
2852.571429,4583
2852.571429,4583
2852.571429,4583
2852.571429,4583
2852.571429,4583
2852.571429,4583
2852.571429,4583
2852.571429,4583
2852.571429,4583
2852.571429,4583
2886.704762,4583
2886.704762,4583
2886.704762,4583
2886.704762,4583
2886.704762,4583
2886.704762,4583
2886.704762,4583
2886.704762,4583
2886.704762,4583
2886.704762,4583
2886.704762,4583
2886.704762,4583
2886.704762,4583
2886.704762,4583
2886.704762,4583
2886.704762,4583
2886.704762,4583
2886.704762,4583
2886.704762,4583
2886.704762,4583
2886.704762,4583
2886.704762,4583
2886.704762,4583
2886.704762,4583
2886.704762,4583
2886.704762,4583
2886.704762,4583
2886.704762,4583
2886.704762,4583
2886.704762,4583
2886.704762,4583
2886.704762,4583
2886.704762,4583
2886.704762,4583
2914.011429,4583
2914.011429,4583
2914.011429,4583
2914.011429,4583
2914.011429,4583
2914.011429,4583
2914.011429,4583
2914.011429,4583
2914.011429,4583
2914.011429,4583
2914.011429,4583
2914.011429,4583
2914.011429,4583
2914.011429,4583
2914.011429,4583
2914.011429,4583
2914.011429,4583
2914.011429,4583
2914.011429,4583
2914.011429,4583
2914.011429,4583
2914.011429,4583
2914.011429,4583
2914.011429,4583
2914.011429,4583
2914.011429,4583
2914.011429,4583
2914.011429,4583
2936.353247,4583
2936.353247,4583
2936.353247,4583
2936.353247,4583
2936.353247,4583
2936.353247,4583
2936.353247,4583
2936.353247,4583
2936.353247,4583
2936.353247,4583
2936.353247,4583
2936.353247,4583
2936.353247,4583
2936.353247,4583
2936.353247,4583
2936.353247,4583
2936.353247,4583
2936.353247,4583
2936.353247,4583
2936.353247,4583
2936.353247,4583
2936.353247,4583
2954.971429,4583
2954.971429,4583
2954.971429,4583
2954.971429,4583
2954.971429,4583
2954.971429,4583
2954.971429,4583
2954.971429,4583
2954.971429,4583
2954.971429,4583
2954.971429,4583
2954.971429,4583
2954.971429,4583
2954.971429,4583
2954.971429,4583
2954.971429,4583
2954.971429,4583
2954.971429,4583
2970.725275,4583
2970.725275,4583
2970.725275,4583
2970.725275,4583
2970.725275,4583
2970.725275,4583
2970.725275,4583
2970.725275,4583
2970.725275,4583
2970.725275,4583
2970.725275,4583
2970.725275,4583
2970.725275,4583
2970.725275,4583
2970.725275,4583
2970.725275,4583
2984.228571,4583
2984.228571,4583
2984.228571,4583
2984.228571,4583
2984.228571,4583
2984.228571,4583
2984.228571,4583
2984.228571,4583
2984.228571,4583
2984.228571,4583
2984.228571,4583
2984.228571,4583
2984.228571,4583
2984.228571,4583
2995.931429,4583
2995.931429,4583
2995.931429,4583
2995.931429,4583
2995.931429,4583
2995.931429,4583
2995.931429,4583
2995.931429,4583
2995.931429,4583
2995.931429,4583
2995.931429,4583
3006.171429,4583
3006.171429,4583
3006.171429,4583
3006.171429,4583
3006.171429,4583
3006.171429,4583
3006.171429,4583
3006.171429,4583
3006.171429,4583
3006.171429,4583
3006.171429,4583
3015.206723,4583
3015.206723,4583
3015.206723,4583
3015.206723,4583
3015.206723,4583
3015.206723,4583
3015.206723,4583
3015.206723,4583
3015.206723,4583
3023.238095,4583
3023.238095,4583
3023.238095,4583
3023.238095,4583
3023.238095,4583
3023.238095,4583
3023.238095,4583
3023.238095,4583
3030.42406,4583
3030.42406,4583
3030.42406,4583
3030.42406,4583
3030.42406,4583
3030.42406,4583
3030.42406,4583
3036.891429,4583
3036.891429,4583
3036.891429,4583
3036.891429,4583
3036.891429,4583
3036.891429,4583
3042.742857,4583
3042.742857,4583
3042.742857,4583
3042.742857,4583
3042.742857,4583
3042.742857,4583
3048.062338,4583
3048.062338,4583
3048.062338,4583
3048.062338,4583
3048.062338,4583
3048.062338,4583
3068.099048,4606
3068.099048,4606
3068.099048,4606
3068.099048,4606
3068.099048,4606
3068.099048,4606
3068.099048,4606
3068.099048,4606
3068.099048,4606
3068.099048,4606
3068.099048,4606
3068.099048,4606
3068.099048,4606
3068.099048,4606
3068.099048,4606
3068.099048,4606
3068.099048,4606
3068.099048,4606
3068.099048,4606
3068.099048,4606
3090.285714,4606
3090.285714,4606
3090.285714,4606
3090.285714,4606
3090.285714,4606
3090.285714,4606
3090.285714,4606
3090.285714,4606
3090.285714,4606
3090.285714,4606
3090.285714,4606
3090.285714,4606
3090.285714,4606
3090.285714,4606
3090.285714,4606
3090.285714,4606
3090.285714,4606
3090.285714,4606
3090.285714,4606
3090.285714,4606
3090.285714,4606
3090.285714,4606
3109.862185,4606
3109.862185,4606
3109.862185,4606
3109.862185,4606
3109.862185,4606
3109.862185,4606
3109.862185,4606
3109.862185,4606
3109.862185,4606
3109.862185,4606
3109.862185,4606
3109.862185,4606
3109.862185,4606
3109.862185,4606
3109.862185,4606
3109.862185,4606
3109.862185,4606
3109.862185,4606
3109.862185,4606
3127.263492,4606
3127.263492,4606
3127.263492,4606
3127.263492,4606
3127.263492,4606
3127.263492,4606
3127.263492,4606
3127.263492,4606
3127.263492,4606
3127.263492,4606
3127.263492,4606
3127.263492,4606
3127.263492,4606
3127.263492,4606
3127.263492,4606
3127.263492,4606
3127.263492,4606
3127.263492,4606
3142.833083,4606
3142.833083,4606
3142.833083,4606
3142.833083,4606
3142.833083,4606
3142.833083,4606
3142.833083,4606
3142.833083,4606
3142.833083,4606
3142.833083,4606
3142.833083,4606
3142.833083,4606
3142.833083,4606
3142.833083,4606
3142.833083,4606
3156.845714,4606
3156.845714,4606
3156.845714,4606
3156.845714,4606
3156.845714,4606
3156.845714,4606
3156.845714,4606
3156.845714,4606
3156.845714,4606
3156.845714,4606
3156.845714,4606
3156.845714,4606
3156.845714,4606
3156.845714,4606
3169.52381,4606
3169.52381,4606
3169.52381,4606
3169.52381,4606
3169.52381,4606
3169.52381,4606
3169.52381,4606
3169.52381,4606
3169.52381,4606
3169.52381,4606
3169.52381,4606
3169.52381,4606
3169.52381,4606
3181.049351,4606
3181.049351,4606
3181.049351,4606
3181.049351,4606
3181.049351,4606
3181.049351,4606
3181.049351,4606
3181.049351,4606
3181.049351,4606
3181.049351,4606
3181.049351,4606
3181.049351,4606
3191.572671,4606
3191.572671,4606
3191.572671,4606
3191.572671,4606
