COMMENT,prefix_suffix_single_nru_d_drunken_absolute_2021_03_28__23_27_26_k_5__d_4_cache_sizes_128_to_128_problem_size_10000
SORT_BY,10000
LABEL,nru_d_drunken_absolute cache sizes=128 to 128
128,138117
